from_external_ref,from_type,to_external_ref,to_type,edge_type,verified,weight_base
KR:COMPANY:CJ_CHEILJEDANG,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-NH-INVESTMENT,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR-COMP-NH-INVESTMENT,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SAMSUNG-ELECTRONICS,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR-COMP-SAMSUNG-ELECTRONICS,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR-COMP-SHINHAN-FINANCIAL,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR-COMP-SHINHAN-FINANCIAL,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:AMOREPACIFIC,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:AMOREPACIFIC,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:ASIANA,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:ASIANA,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:CJ,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_CHEILJEDANG,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:CJ_CHEILJEDANG,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:CJ_ENM,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:CJ_ENM,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:COWAY,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:COWAY,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DAESANG,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:DAESANG,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:DB_INSURANCE,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:DB_INSURANCE,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:GS,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HMM,org,same_city,false,0.14
